Currency,Date,Time,DateTime
USD,12/31/2024,10:00 AM,31.12.2024 10:00
USD,12/31/2024,11:00 AM,31.12.2024 11:00
EUR,12/30/2024,4:00 AM,30.12.2024 4:00
USD,12/30/2024,10:45 AM,30.12.2024 10:45
USD,12/30/2024,11:00 AM,30.12.2024 11:00
USD,12/26/2024,9:30 AM,26.12.2024 9:30
USD,12/24/2024,9:30 AM,24.12.2024 9:30
USD,12/24/2024,9:30 AM,24.12.2024 9:30
USD,12/24/2024,11:00 AM,24.12.2024 11:00
USD,12/24/2024,11:00 AM,24.12.2024 11:00
EUR,12/22/2024,5:00 AM,22.12.2024 5:00
USD,12/20/2024,9:30 AM,20.12.2024 9:30
USD,12/20/2024,11:00 AM,20.12.2024 11:00
EUR,12/19/2024,4:15 AM,19.12.2024 4:15
EUR,12/19/2024,4:15 AM,19.12.2024 4:15
EUR,12/19/2024,4:30 AM,19.12.2024 4:30
EUR,12/19/2024,4:30 AM,19.12.2024 4:30
EUR,12/19/2024,5:00 AM,19.12.2024 5:00
EUR,12/19/2024,5:00 AM,19.12.2024 5:00
USD,12/19/2024,9:30 AM,19.12.2024 9:30
USD,12/19/2024,9:30 AM,19.12.2024 9:30
USD,12/19/2024,9:30 AM,19.12.2024 9:30
USD,12/19/2024,9:30 AM,19.12.2024 9:30
USD,12/19/2024,11:00 AM,19.12.2024 11:00
USD,12/18/2024,9:30 AM,18.12.2024 9:30
USD,12/18/2024,3:00 PM,18.12.2024 15:00
USD,12/18/2024,3:00 PM,18.12.2024 15:00
USD,12/18/2024,3:00 PM,18.12.2024 15:00
USD,12/18/2024,3:30 PM,18.12.2024 15:30
USD,12/17/2024,9:30 AM,17.12.2024 9:30
USD,12/17/2024,9:30 AM,17.12.2024 9:30
USD,12/16/2024,9:30 AM,16.12.2024 9:30
USD,12/16/2024,10:45 AM,16.12.2024 10:45
USD,12/16/2024,10:45 AM,16.12.2024 10:45
EUR,12/12/2024,9:15 AM,12.12.2024 9:15
EUR,12/12/2024,9:15 AM,12.12.2024 9:15
USD,12/12/2024,9:30 AM,12.12.2024 9:30
USD,12/12/2024,9:30 AM,12.12.2024 9:30
USD,12/12/2024,9:30 AM,12.12.2024 9:30
EUR,12/12/2024,9:45 AM,12.12.2024 9:45
USD,12/12/2024,2:01 PM,12.12.2024 14:01
USD,12/11/2024,9:30 AM,11.12.2024 9:30
USD,12/11/2024,9:30 AM,11.12.2024 9:30
USD,12/11/2024,9:30 AM,11.12.2024 9:30
USD,12/6/2024,9:30 AM,06.12.2024 9:30
USD,12/6/2024,9:30 AM,06.12.2024 9:30
USD,12/6/2024,9:30 AM,06.12.2024 9:30
USD,12/6/2024,11:00 AM,06.12.2024 11:00
USD,12/6/2024,11:00 AM,06.12.2024 11:00
USD,12/5/2024,9:30 AM,05.12.2024 9:30
USD,12/4/2024,9:15 AM,04.12.2024 9:15
USD,12/4/2024,10:45 AM,04.12.2024 10:45
USD,12/4/2024,11:00 AM,04.12.2024 11:00
USD,12/3/2024,11:00 AM,03.12.2024 11:00
USD,12/2/2024,11:00 AM,02.12.2024 11:00
USD,12/2/2024,11:00 AM,02.12.2024 11:00
EUR,11/29/2024,6:00 AM,29.11.2024 6:00
EUR,11/29/2024,6:00 AM,29.11.2024 6:00
USD,11/29/2024,10:45 AM,29.11.2024 10:45
EUR,11/28/2024,4:00 AM,28.11.2024 4:00
USD,11/27/2024,9:30 AM,27.11.2024 9:30
USD,11/27/2024,9:30 AM,27.11.2024 9:30
USD,11/27/2024,9:30 AM,27.11.2024 9:30
USD,11/27/2024,9:30 AM,27.11.2024 9:30
USD,11/27/2024,9:30 AM,27.11.2024 9:30
USD,11/27/2024,11:00 AM,27.11.2024 11:00
USD,11/27/2024,11:00 AM,27.11.2024 11:00
USD,11/27/2024,3:00 PM,27.11.2024 15:00
USD,11/26/2024,10:00 AM,26.11.2024 10:00
USD,11/26/2024,11:00 AM,26.11.2024 11:00
USD,11/26/2024,11:00 AM,26.11.2024 11:00
USD,11/26/2024,11:00 AM,26.11.2024 11:00
EUR,11/22/2024,4:15 AM,22.11.2024 4:15
EUR,11/22/2024,4:15 AM,22.11.2024 4:15
EUR,11/22/2024,4:30 AM,22.11.2024 4:30
EUR,11/22/2024,4:30 AM,22.11.2024 4:30
EUR,11/22/2024,5:00 AM,22.11.2024 5:00
EUR,11/22/2024,5:00 AM,22.11.2024 5:00
USD,11/22/2024,10:45 AM,22.11.2024 10:45
USD,11/22/2024,10:45 AM,22.11.2024 10:45
USD,11/22/2024,11:00 AM,22.11.2024 11:00
EUR,11/21/2024,5:00 AM,21.11.2024 5:00
USD,11/21/2024,9:30 AM,21.11.2024 9:30
USD,11/21/2024,9:30 AM,21.11.2024 9:30
USD,11/21/2024,11:00 AM,21.11.2024 11:00
EUR,11/20/2024,5:00 AM,20.11.2024 5:00
USD,11/19/2024,9:30 AM,19.11.2024 9:30
USD,11/15/2024,9:30 AM,15.11.2024 9:30
USD,11/15/2024,9:30 AM,15.11.2024 9:30
USD,11/15/2024,9:30 AM,15.11.2024 9:30
USD,11/14/2024,9:30 AM,14.11.2024 9:30
USD,11/14/2024,9:30 AM,14.11.2024 9:30
USD,11/14/2024,9:30 AM,14.11.2024 9:30
USD,11/14/2024,2:01 PM,14.11.2024 14:01
USD,11/13/2024,9:30 AM,13.11.2024 9:30
USD,11/13/2024,9:30 AM,13.11.2024 9:30
USD,11/13/2024,9:30 AM,13.11.2024 9:30
USD,11/8/2024,11:00 AM,08.11.2024 11:00
USD,11/8/2024,11:00 AM,08.11.2024 11:00
USD,11/7/2024,9:30 AM,07.11.2024 9:30
USD,11/7/2024,3:00 PM,07.11.2024 15:00
USD,11/7/2024,3:00 PM,07.11.2024 15:00
USD,11/7/2024,3:30 PM,07.11.2024 15:30
USD,11/5/2024,10:45 AM,05.11.2024 10:45
USD,11/5/2024,11:00 AM,05.11.2024 11:00
USD,11/3/2024,4:00 AM,03.11.2024 4:00
USD,11/1/2024,8:30 AM,01.11.2024 8:30
USD,11/1/2024,8:30 AM,01.11.2024 8:30
USD,11/1/2024,8:30 AM,01.11.2024 8:30
USD,11/1/2024,10:00 AM,01.11.2024 10:00
USD,11/1/2024,10:00 AM,01.11.2024 10:00
EUR,10/31/2024,5:00 AM,31.10.2024 5:00
EUR,10/31/2024,5:00 AM,31.10.2024 5:00
USD,10/31/2024,8:30 AM,31.10.2024 8:30
USD,10/31/2024,8:30 AM,31.10.2024 8:30
USD,10/31/2024,8:30 AM,31.10.2024 8:30
USD,10/31/2024,9:45 AM,31.10.2024 9:45
EUR,10/30/2024,3:00 AM,30.10.2024 3:00
USD,10/30/2024,8:15 AM,30.10.2024 8:15
USD,10/30/2024,8:30 AM,30.10.2024 8:30
USD,10/30/2024,8:30 AM,30.10.2024 8:30
USD,10/30/2024,10:00 AM,30.10.2024 10:00
USD,10/29/2024,9:00 AM,29.10.2024 9:00
USD,10/29/2024,10:00 AM,29.10.2024 10:00
USD,10/29/2024,10:00 AM,29.10.2024 10:00
EUR,10/26/2024,10:00 PM,26.10.2024 22:00
USD,10/25/2024,8:30 AM,25.10.2024 8:30
USD,10/25/2024,8:30 AM,25.10.2024 8:30
USD,10/25/2024,10:00 AM,25.10.2024 10:00
EUR,10/24/2024,3:15 AM,24.10.2024 3:15
EUR,10/24/2024,3:15 AM,24.10.2024 3:15
EUR,10/24/2024,3:30 AM,24.10.2024 3:30
EUR,10/24/2024,3:30 AM,24.10.2024 3:30
EUR,10/24/2024,4:00 AM,24.10.2024 4:00
EUR,10/24/2024,4:00 AM,24.10.2024 4:00
USD,10/24/2024,8:30 AM,24.10.2024 8:30
USD,10/24/2024,9:45 AM,24.10.2024 9:45
USD,10/24/2024,9:45 AM,24.10.2024 9:45
USD,10/24/2024,10:00 AM,24.10.2024 10:00
USD,10/23/2024,10:00 AM,23.10.2024 10:00
USD,10/22/2024,10:00 AM,22.10.2024 10:00
EUR,10/21/2024,4:00 AM,21.10.2024 4:00
USD,10/18/2024,8:30 AM,18.10.2024 8:30
EUR,10/17/2024,8:15 AM,17.10.2024 8:15
EUR,10/17/2024,8:15 AM,17.10.2024 8:15
USD,10/17/2024,8:30 AM,17.10.2024 8:30
USD,10/17/2024,8:30 AM,17.10.2024 8:30
USD,10/17/2024,8:30 AM,17.10.2024 8:30
USD,10/17/2024,8:30 AM,17.10.2024 8:30
EUR,10/17/2024,8:45 AM,17.10.2024 8:45
USD,10/15/2024,8:30 AM,15.10.2024 8:30
USD,10/11/2024,8:30 AM,11.10.2024 8:30
USD,10/11/2024,8:30 AM,11.10.2024 8:30
USD,10/11/2024,10:00 AM,11.10.2024 10:00
USD,10/11/2024,10:00 AM,11.10.2024 10:00
USD,10/10/2024,8:30 AM,10.10.2024 8:30
USD,10/10/2024,8:30 AM,10.10.2024 8:30
USD,10/10/2024,8:30 AM,10.10.2024 8:30
USD,10/10/2024,8:30 AM,10.10.2024 8:30
USD,10/10/2024,1:01 PM,10.10.2024 13:01
USD,10/9/2024,2:00 PM,09.10.2024 14:00
USD,10/4/2024,8:30 AM,04.10.2024 8:30
USD,10/4/2024,8:30 AM,04.10.2024 8:30
USD,10/4/2024,8:30 AM,04.10.2024 8:30
USD,10/3/2024,8:30 AM,03.10.2024 8:30
USD,10/3/2024,9:45 AM,03.10.2024 9:45
USD,10/3/2024,10:00 AM,03.10.2024 10:00
USD,10/2/2024,8:15 AM,02.10.2024 8:15
EUR,10/1/2024,5:00 AM,01.10.2024 5:00
EUR,10/1/2024,5:00 AM,01.10.2024 5:00
USD,10/1/2024,10:00 AM,01.10.2024 10:00
USD,10/1/2024,10:00 AM,01.10.2024 10:00
USD,10/1/2024,10:00 AM,01.10.2024 10:00
USD,9/30/2024,9:45 AM,30.09.2024 9:45
EUR,9/27/2024,3:00 AM,27.09.2024 3:00
USD,9/27/2024,8:30 AM,27.09.2024 8:30
USD,9/27/2024,10:00 AM,27.09.2024 10:00
USD,9/26/2024,8:30 AM,26.09.2024 8:30
USD,9/26/2024,8:30 AM,26.09.2024 8:30
USD,9/26/2024,8:30 AM,26.09.2024 8:30
USD,9/26/2024,8:30 AM,26.09.2024 8:30
USD,9/26/2024,8:30 AM,26.09.2024 8:30
USD,9/26/2024,10:00 AM,26.09.2024 10:00
USD,9/25/2024,10:00 AM,25.09.2024 10:00
USD,9/24/2024,9:00 AM,24.09.2024 9:00
USD,9/24/2024,10:00 AM,24.09.2024 10:00
USD,9/24/2024,10:00 AM,24.09.2024 10:00
EUR,9/23/2024,3:15 AM,23.09.2024 3:15
EUR,9/23/2024,3:15 AM,23.09.2024 3:15
EUR,9/23/2024,3:30 AM,23.09.2024 3:30
EUR,9/23/2024,3:30 AM,23.09.2024 3:30
EUR,9/23/2024,4:00 AM,23.09.2024 4:00
EUR,9/23/2024,4:00 AM,23.09.2024 4:00
USD,9/23/2024,9:45 AM,23.09.2024 9:45
USD,9/23/2024,9:45 AM,23.09.2024 9:45
EUR,9/19/2024,4:00 AM,19.09.2024 4:00
USD,9/19/2024,8:30 AM,19.09.2024 8:30
USD,9/19/2024,8:30 AM,19.09.2024 8:30
USD,9/19/2024,10:00 AM,19.09.2024 10:00
USD,9/18/2024,8:30 AM,18.09.2024 8:30
USD,9/18/2024,2:00 PM,18.09.2024 14:00
USD,9/18/2024,2:00 PM,18.09.2024 14:00
USD,9/18/2024,2:00 PM,18.09.2024 14:00
USD,9/18/2024,2:30 PM,18.09.2024 14:30
USD,9/17/2024,8:30 AM,17.09.2024 8:30
USD,9/17/2024,8:30 AM,17.09.2024 8:30
USD,9/16/2024,8:30 AM,16.09.2024 8:30
USD,9/13/2024,10:00 AM,13.09.2024 10:00
USD,9/13/2024,10:00 AM,13.09.2024 10:00
EUR,9/12/2024,8:15 AM,12.09.2024 8:15
EUR,9/12/2024,8:15 AM,12.09.2024 8:15
USD,9/12/2024,8:30 AM,12.09.2024 8:30
USD,9/12/2024,8:30 AM,12.09.2024 8:30
USD,9/12/2024,8:30 AM,12.09.2024 8:30
EUR,9/12/2024,8:45 AM,12.09.2024 8:45
USD,9/12/2024,1:01 PM,12.09.2024 13:01
USD,9/11/2024,8:30 AM,11.09.2024 8:30
USD,9/11/2024,8:30 AM,11.09.2024 8:30
USD,9/11/2024,8:30 AM,11.09.2024 8:30
USD,9/6/2024,8:30 AM,06.09.2024 8:30
USD,9/6/2024,8:30 AM,06.09.2024 8:30
USD,9/6/2024,8:30 AM,06.09.2024 8:30
USD,9/6/2024,8:45 AM,06.09.2024 8:45
USD,9/5/2024,8:15 AM,05.09.2024 8:15
USD,9/5/2024,8:30 AM,05.09.2024 8:30
USD,9/5/2024,9:45 AM,05.09.2024 9:45
USD,9/5/2024,10:00 AM,05.09.2024 10:00
USD,9/4/2024,10:00 AM,04.09.2024 10:00
USD,9/3/2024,10:00 AM,03.09.2024 10:00
USD,9/3/2024,10:00 AM,03.09.2024 10:00
EUR,8/30/2024,5:00 AM,30.08.2024 5:00
EUR,8/30/2024,5:00 AM,30.08.2024 5:00
USD,8/30/2024,8:30 AM,30.08.2024 8:30
USD,8/30/2024,9:45 AM,30.08.2024 9:45
USD,8/30/2024,10:00 AM,30.08.2024 10:00
EUR,8/29/2024,3:00 AM,29.08.2024 3:00
USD,8/29/2024,8:30 AM,29.08.2024 8:30
USD,8/29/2024,8:30 AM,29.08.2024 8:30
USD,8/29/2024,8:30 AM,29.08.2024 8:30
USD,8/29/2024,10:00 AM,29.08.2024 10:00
USD,8/28/2024,1:15 AM,28.08.2024 1:15
USD,8/28/2024,10:30 AM,28.08.2024 10:30
USD,8/27/2024,9:00 AM,27.08.2024 9:00
USD,8/27/2024,9:59 AM,27.08.2024 9:59
USD,8/27/2024,10:00 AM,27.08.2024 10:00
EUR,8/26/2024,4:00 AM,26.08.2024 4:00
USD,8/26/2024,8:30 AM,26.08.2024 8:30
USD,8/26/2024,8:30 AM,26.08.2024 8:30
USD,8/23/2024,8:00 AM,23.08.2024 8:00
USD,8/23/2024,10:00 AM,23.08.2024 10:00
USD,8/23/2024,10:00 AM,23.08.2024 10:00
USD,8/23/2024,11:00 AM,23.08.2024 11:00
USD,8/23/2024,12:30 PM,23.08.2024 12:30
EUR,8/22/2024,3:15 AM,22.08.2024 3:15
EUR,8/22/2024,3:15 AM,22.08.2024 3:15
EUR,8/22/2024,3:30 AM,22.08.2024 3:30
EUR,8/22/2024,3:30 AM,22.08.2024 3:30
EUR,8/22/2024,4:00 AM,22.08.2024 4:00
EUR,8/22/2024,4:00 AM,22.08.2024 4:00
USD,8/22/2024,8:30 AM,22.08.2024 8:30
USD,8/22/2024,9:45 AM,22.08.2024 9:45
USD,8/22/2024,9:45 AM,22.08.2024 9:45
USD,8/22/2024,10:00 AM,22.08.2024 10:00
USD,8/21/2024,10:30 AM,21.08.2024 10:30
USD,8/21/2024,2:00 PM,21.08.2024 14:00
USD,8/19/2024,9:15 AM,19.08.2024 9:15
USD,8/16/2024,8:30 AM,16.08.2024 8:30
USD,8/16/2024,10:00 AM,16.08.2024 10:00
USD,8/16/2024,10:00 AM,16.08.2024 10:00
USD,8/15/2024,8:30 AM,15.08.2024 8:30
USD,8/15/2024,8:30 AM,15.08.2024 8:30
USD,8/15/2024,8:30 AM,15.08.2024 8:30
USD,8/15/2024,8:30 AM,15.08.2024 8:30
USD,8/15/2024,8:30 AM,15.08.2024 8:30
USD,8/14/2024,8:30 AM,14.08.2024 8:30
USD,8/14/2024,8:30 AM,14.08.2024 8:30
USD,8/14/2024,8:30 AM,14.08.2024 8:30
USD,8/13/2024,8:30 AM,13.08.2024 8:30
USD,8/13/2024,8:30 AM,13.08.2024 8:30
USD,8/8/2024,8:30 AM,08.08.2024 8:30
USD,8/8/2024,1:01 PM,08.08.2024 13:01
USD,8/7/2024,1:01 PM,07.08.2024 13:01
USD,8/5/2024,9:45 AM,05.08.2024 9:45
USD,8/5/2024,10:00 AM,05.08.2024 10:00
USD,8/2/2024,8:30 AM,02.08.2024 8:30
USD,8/2/2024,8:30 AM,02.08.2024 8:30
USD,8/2/2024,8:30 AM,02.08.2024 8:30
USD,8/1/2024,8:30 AM,01.08.2024 8:30
USD,8/1/2024,9:45 AM,01.08.2024 9:45
USD,8/1/2024,10:00 AM,01.08.2024 10:00
USD,8/1/2024,10:00 AM,01.08.2024 10:00
EUR,7/31/2024,5:00 AM,31.07.2024 5:00
EUR,7/31/2024,5:00 AM,31.07.2024 5:00
USD,7/31/2024,8:15 AM,31.07.2024 8:15
USD,7/31/2024,8:30 AM,31.07.2024 8:30
USD,7/31/2024,9:45 AM,31.07.2024 9:45
USD,7/31/2024,10:00 AM,31.07.2024 10:00
USD,7/31/2024,2:00 PM,31.07.2024 14:00
USD,7/31/2024,2:00 PM,31.07.2024 14:00
USD,7/31/2024,2:30 PM,31.07.2024 14:30
EUR,7/30/2024,3:00 AM,30.07.2024 3:00
USD,7/30/2024,9:00 AM,30.07.2024 9:00
USD,7/30/2024,10:00 AM,30.07.2024 10:00
USD,7/30/2024,10:00 AM,30.07.2024 10:00
USD,7/26/2024,8:30 AM,26.07.2024 8:30
USD,7/26/2024,10:00 AM,26.07.2024 10:00
EUR,7/25/2024,4:00 AM,25.07.2024 4:00
USD,7/25/2024,8:30 AM,25.07.2024 8:30
USD,7/25/2024,8:30 AM,25.07.2024 8:30
USD,7/25/2024,8:30 AM,25.07.2024 8:30
USD,7/25/2024,8:30 AM,25.07.2024 8:30
USD,7/25/2024,8:30 AM,25.07.2024 8:30
EUR,7/25/2024,11:00 AM,25.07.2024 11:00
EUR,7/24/2024,3:15 AM,24.07.2024 3:15
EUR,7/24/2024,3:15 AM,24.07.2024 3:15
EUR,7/24/2024,3:30 AM,24.07.2024 3:30
EUR,7/24/2024,3:30 AM,24.07.2024 3:30
EUR,7/24/2024,4:00 AM,24.07.2024 4:00
EUR,7/24/2024,4:00 AM,24.07.2024 4:00
USD,7/24/2024,9:45 AM,24.07.2024 9:45
USD,7/24/2024,9:45 AM,24.07.2024 9:45
USD,7/24/2024,10:00 AM,24.07.2024 10:00
USD,7/23/2024,9:59 AM,23.07.2024 9:59
USD,7/23/2024,10:00 AM,23.07.2024 10:00
USD,7/19/2024,10:40 AM,19.07.2024 10:40
EUR,7/18/2024,8:15 AM,18.07.2024 8:15
EUR,7/18/2024,8:15 AM,18.07.2024 8:15
USD,7/18/2024,8:30 AM,18.07.2024 8:30
USD,7/18/2024,8:30 AM,18.07.2024 8:30
EUR,7/18/2024,8:45 AM,18.07.2024 8:45
USD,7/18/2024,6:05 PM,18.07.2024 18:05
USD,7/17/2024,8:30 AM,17.07.2024 8:30
USD,7/17/2024,9:15 AM,17.07.2024 9:15
USD,7/17/2024,9:35 AM,17.07.2024 9:35
USD,7/16/2024,8:30 AM,16.07.2024 8:30
USD,7/16/2024,8:30 AM,16.07.2024 8:30
USD,7/15/2024,8:30 AM,15.07.2024 8:30
USD,7/15/2024,12:30 PM,15.07.2024 12:30
USD,7/12/2024,8:30 AM,12.07.2024 8:30
USD,7/12/2024,8:30 AM,12.07.2024 8:30
USD,7/12/2024,10:00 AM,12.07.2024 10:00
USD,7/12/2024,10:00 AM,12.07.2024 10:00
USD,7/11/2024,8:30 AM,11.07.2024 8:30
USD,7/11/2024,8:30 AM,11.07.2024 8:30
USD,7/11/2024,8:30 AM,11.07.2024 8:30
USD,7/11/2024,8:30 AM,11.07.2024 8:30
USD,7/11/2024,1:01 PM,11.07.2024 13:01
USD,7/10/2024,10:00 AM,10.07.2024 10:00
USD,7/10/2024,1:01 PM,10.07.2024 13:01
USD,7/9/2024,10:00 AM,09.07.2024 10:00
USD,7/9/2024,10:00 AM,09.07.2024 10:00
USD,7/5/2024,8:30 AM,05.07.2024 8:30
USD,7/5/2024,8:30 AM,05.07.2024 8:30
USD,7/5/2024,8:30 AM,05.07.2024 8:30
EUR,7/5/2024,1:15 PM,05.07.2024 13:15
USD,7/3/2024,8:15 AM,03.07.2024 8:15
USD,7/3/2024,8:30 AM,03.07.2024 8:30
USD,7/3/2024,9:45 AM,03.07.2024 9:45
USD,7/3/2024,10:00 AM,03.07.2024 10:00
EUR,7/3/2024,10:15 AM,03.07.2024 10:15
USD,7/3/2024,2:00 PM,03.07.2024 14:00
EUR,7/2/2024,5:00 AM,02.07.2024 5:00
EUR,7/2/2024,5:00 AM,02.07.2024 5:00
EUR,7/2/2024,9:30 AM,02.07.2024 9:30
USD,7/2/2024,9:30 AM,02.07.2024 9:30
USD,7/2/2024,10:00 AM,02.07.2024 10:00
USD,7/1/2024,9:45 AM,01.07.2024 9:45
USD,7/1/2024,10:00 AM,01.07.2024 10:00
USD,7/1/2024,10:00 AM,01.07.2024 10:00
EUR,7/1/2024,3:00 PM,01.07.2024 15:00
EUR,6/28/2024,2:45 AM,28.06.2024 2:45
EUR,6/28/2024,3:00 AM,28.06.2024 3:00
USD,6/28/2024,8:30 AM,28.06.2024 8:30
USD,6/28/2024,9:45 AM,28.06.2024 9:45
USD,6/28/2024,10:00 AM,28.06.2024 10:00
USD,6/27/2024,8:30 AM,27.06.2024 8:30
USD,6/27/2024,8:30 AM,27.06.2024 8:30
USD,6/27/2024,8:30 AM,27.06.2024 8:30
USD,6/27/2024,8:30 AM,27.06.2024 8:30
USD,6/27/2024,8:30 AM,27.06.2024 8:30
USD,6/27/2024,10:00 AM,27.06.2024 10:00
USD,6/27/2024,9:00 PM,27.06.2024 21:00
USD,6/26/2024,10:00 AM,26.06.2024 10:00
USD,6/25/2024,9:00 AM,25.06.2024 9:00
USD,6/25/2024,9:59 AM,25.06.2024 9:59
